YEAR,LOCATION,AREA,RAINFALL,TEMPERATURE,SOIL_TYPE,IRRIGATION,YEILDS,HUMIDITY,CROPS,PRICE,SEASON,YEAR_GROUP,RAINFALL_GROUPS
2006,Mysuru,118,256.3,27,Alluvial,Basin,60751,53.5,Coconut,238542,Kharif,Y1,Low
2007,Mysuru,8837,257.4,27.2,Alluvial,Basin,109506,52.5,Coconut,1516,Kharif,Y1,Low
2008,Mysuru,41598,257.4,27.2,Alluvial,Basin,114,56,Coconut,57259,Kharif,Y1,Low
2009,Mysuru,130,257.4,27.2,Alluvial,Basin,3,57,Coconut,234779,Kharif,Y1,Low
2006,Raichur,61,256.3,151,Loam,Drip,2088,56,Coffee,51239,Kharif,Y1,Low
2007,Raichur,43,256.3,152,Loam,Drip,2628,57,Coffee,216396,Kharif,Y1,Low
2008,Raichur,2177,256.3,153,Loam,Drip,1939,57.5,Coffee,2644,Kharif,Y1,Low
2004,Madikeri,125,256.3,27,loamy sand,Spray,5518,54,Paddy,43562,Kharif,Y1,Low
2004,Madikeri,8357,256.3,27,loamy sand,Spray,4912,54.5,Paddy,200000,Kharif,Y1,Low
2004,Madikeri,38948,256.3,27,loamy sand,Spray,3830,56.6,Paddy,4847,Kharif,Y1,Low
2004,Chikmangaluru,1,256.3,27,Clay loam,Drip,71,55,Blackgram,200000,Kharif,Y1,Low
2004,Chikmangaluru,24,256.3,27,Clay loam,Drip,52,53,Blackgram,4847,Kharif,Y1,Low
2004,Chikmangaluru,5,256.3,27,Clay loam,Drip,313547,53.5,Blackgram,51239,Kharif,Y1,Low
2004,Chikmangaluru,13,257.4,27,Clay loam,Drip,2783,52.5,Blackgram,216396,Kharif,Y1,Low
2004,Chikmangaluru,4,257.4,27,Clay loam,Drip,1533,56,Blackgram,2644,Kharif,Y1,Low
2004,Chikmangaluru,32,257.4,27.2,Clay loam,Drip,1647,59.5,Blackgram,44235,Kharif,Y1,Low
2004,Chikmangaluru,14,259.6,27,Clay loam,Drip,806,52.5,Cashew,238542,Kharif,Y1,Low
2004,Chikmangaluru,3,259.6,27,Clay loam,Drip,880,56,Cashew,1516,Kharif,Y1,Low
2004,Chikmangaluru,171,256.3,27,Alluvial,Basin,23960,53.5,Cotton,238542,Rabi,Y1,Low
2004,Chikmangaluru,124,256.3,27,Alluvial,Basin,126487,52.5,Cotton,1516,Rabi,Y1,Low
2004,Chikmangaluru,90,256.3,27,Alluvial,Basin,804,56,Cotton,57259,Rabi,Y1,Low
2004,Hassan,61,257.4,27,Alluvial,Basin,30362,57,Cotton,234779,Rabi,Y1,Low
2004,Hassan,43,257.4,27,Alluvial,Basin,124492,57.5,Ginger,1493,Rabi,Y1,Low
2004,Hassan,2177,257.4,27.2,Alluvial,Basin,792,57,Ginger,64409,Rabi,Y1,Low
2004,Hassan,1625,259.6,27.1,Alluvial,Drip,114744,57,Coconut,200000,Rabi,Y1,Low
2005,Hassan,10760,259.6,27.1,Sandy loam ,Drip,8700,51,Coconut,761,Rabi,Y1,Low
2006,Hassan,42216,259.6,27.1,Sandy loam ,Basin,41266,57,Coconut,45608,Rabi,Y1,Low
2007,Hassan,588,353.1,27.1,Sandy loam ,Basin,8838,57,Coconut,234581,Rabi,Y1,Low
2009,Hassan,41455,355.3,26.8,Sandy loam ,Basin,42915,57,Coconut,43562,Rabi,Y1,Low
2004,Hassan,588,256.3,27.1,River basins,Spray,154889,53.5,Coconut,43562,Rabi,Y1,Low
2005,Hassan,10437,256.3,27.1,River basins,Spray,171739,52.5,Coconut,200000,Rabi,Y1,Low
2006,Hassan,41455,257.4,26.8,River basins,Spray,172475,56,Coconut,4847,Rabi,Y1,Low
2007,Hassan,379,257.4,26.8,River basins,Spray,177939,57,Coconut,51239,Rabi,Y1,Low
2008,Hassan,9591,257.4,26.8,River basins,Spray,313547,57.5,Coconut,216396,Rabi,Y1,Low
2010,Hassan,1649,256.3,27,Sandy,Drip,187,57,Cashew,1493,Kharif,Y2,Low
2011,Hassan,1680,256.3,27,Sandy,Drip,187,55,Cashew,64409,Kharif,Y2,Low
2012,Hassan,1723,256.3,27,Sandy,Drip,121,56,Cashew,249978,Kharif,Y2,Low
2013,Hassan,1693,257.4,27,Sandy,Drip,103,54,Cashew,637,Kharif,Y2,Low
2014,Hassan,1668,257.4,27,Sandy,Drip,71,58,Cashew,43311,Kharif,Y2,Low
2015,Hassan,1661,257.4,27,Sandy,Drip,3961,58,Cashew,24848,Kharif,Y2,Low
2013,Kodagu,8839,259.6,42,Laterite,Drip,17231,54,Coconut,637,Kharif,Y2,Low
2014,Kodagu,41596,259.6,42,Laterite,Drip,119359,53,Coconut,43311,Kharif,Y2,Low
2013,Mysuru,8510,259.6,26.8,Loam,Basin,13,56,Coconut,200000,Kharif,Y2,Low
2014,Mysuru,41342,259.6,26.8,Loam,Basin,123,54,Coconut,4847,Kharif,Y2,Low
2010,Mysuru,13,256.3,27.1,Clay,Spray,187,57,Coconut,43311,Kharif,Y2,Low
2011,Mysuru,4,256.3,27.1,Clay,Spray,121,60,Coconut,24848,Kharif,Y2,Low
2012,Kasaragodu,32,256.3,27.1,Clay,Spray,103,57,Coconut,761,Kharif,Y2,Low
2013,Kasaragodu,5,257.4,26.8,Clay,Spray,71,57,Coconut,45608,Kharif,Y2,Low
2014,Kasaragodu,10,257.4,26.8,Clay,Spray,3961,54,Coconut,234581,Kharif,Y2,Low
2015,Kasaragodu,3,257.4,26.8,Clay,Spray,4247,54.5,Coconut,646,Kharif,Y2,Low
2015,Kasaragodu,17,259.6,38,Clay,Spray,3899,59.5,Coconut,51239,Kharif,Y2,Low
2013,Gulbarga,4228,257.4,192,Arid and Desert,Basin,972,54,Arecanut,45186,Kharif,Y2,Low
2011,Hassan,5268,256.3,27,Sandy loam ,Drip,221,56,Coconut,1516,Rabi,Y2,Low
2012,Hassan,4228,256.3,27,Sandy loam ,Drip,15362,54,Coconut,57259,Rabi,Y2,Low
2013,Hassan,3788,256.3,27,Sandy loam ,Drip,120373,58,Coconut,234779,Rabi,Y2,Low
2014,Hassan,3891,257.4,27,Sandy loam ,Drip,291,58,Coconut,1493,Rabi,Y2,Low
2015,Hassan,3029,257.4,27,Sandy loam ,Drip,17231,59,Coconut,64409,Rabi,Y2,Low
2010,Hassan,379,356.4,26.8,Sandy loam ,Basin,9230,57,Coconut,200000,Rabi,Y2,Low
2012,Hassan,41290,358.6,37,Sandy loam ,Basin,45820,54.5,Coconut,51239,Rabi,Y2,Low
2013,Hassan,167,359.7,37,Sandy loam ,Basin,49084,56.6,Coconut,216396,Rabi,Y2,Low
2014,Hassan,8847,360.8,38,Sandy loam ,Basin,86311,55.5,Coconut,2644,Rabi,Y2,Low
2012,Hassan,41626,259.6,38,Alluvial,Spray,975,54,Coconut,2134,Rabi,Y2,Low
2013,Hassan,143,259.6,38,Alluvial,Spray,2,58,Coconut,45186,Rabi,Y2,Low
2016,Kasaragodu,9,259.6,38,Clay,Spray,4015,55,Coconut,216396,Kharif,Y3,Low
2017,Gulbarga,264,256.3,187,Arid and Desert,Basin,1868,54,Arecanut,216396,Kharif,Y3,Low
2017,Gulbarga,5241,256.3,188,Arid and Desert,Basin,127919,58,Arecanut,2644,Kharif,Y3,Low
2016,Gulbarga,5434,256.3,189,Arid and Desert,Basin,75340,58,Arecanut,44235,Kharif,Y3,Low
2017,Gulbarga,5010,257.4,190,Arid and Desert,Basin,29170,59,Arecanut,203317,Kharif,Y3,Low
2018,Gulbarga,5268,257.4,191,Arid and Desert,Basin,1901,50,Arecanut,2134,Kharif,Y3,Low
2017,Gulbarga,2858,259.6,196,Arid and Desert,Basin,5373,57,Arecanut,234779,Kharif,Y3,Low
2018,Gulbarga,2956,259.6,197,Arid and Desert,Basin,6589,57,Arecanut,1493,Kharif,Y3,Low
2016,Hassan,2858,257.4,27,Sandy loam ,Drip,119359,50,Coconut,249978,Rabi,Y3,Low
2018,Hassan,42216,256.3,27.1,River basins,Basin,130132,53,Coconut,646,Rabi,Y3,Low
2004,Hassan,2549,3020.82,39,Black cotton,Spray,4479,57,Blackgram,637,Kharif,Y1,High
2005,Hassan,2088,3020.82,40,Black cotton,Spray,3699,57,Blackgram,43311,Kharif,Y1,High
2006,Hassan,1289,3020.82,40,Black cotton,Spray,4904,54,Blackgram,24848,Kharif,Y1,High
2007,Hassan,1051,3696,40,Black cotton,Spray,2821,54.5,Blackgram,761,Kharif,Y1,High
2008,Hassan,4,3696,41,Black cotton,Spray,3472,56.6,Blackgram,45608,Kharif,Y1,High
2009,Hassan,909,3696,41,Black cotton,Drip,3647,55.5,Blackgram,234581,Kharif,Y1,High
2004,Hassan,2177,3905,27,Black cotton,Drip,2,53,Cashew,2134,Kharif,Y1,High
2005,Hassan,1872,3905,27,Black cotton,Drip,836,53.5,Cashew,45186,Kharif,Y1,High
2006,Hassan,1772,3905,27,Black cotton,Drip,806,52.5,Cashew,238542,Kharif,Y1,High
2007,Hassan,1618,4019.4,27.2,Sandy,Drip,880,56,Cashew,1516,Kharif,Y1,High
2008,Hassan,1625,4019.4,27.2,Sandy,Drip,770,57,Cashew,57259,Kharif,Y1,High
2009,Hassan,1648,4019.4,27.2,Sandy,Drip,395,57.5,Cashew,234779,Kharif,Y1,High
2006,Hassan,329,3193.41,27.1,Sandy,Drip,4015,55,Coconut,200000,Kharif,Y1,High
2007,Hassan,143,3193.41,26.8,Sandy,Drip,4279,53,Coconut,4847,Kharif,Y1,High
2008,Hassan,41,3193.41,26.8,Sandy,Drip,4167,53.5,Coconut,51239,Kharif,Y1,High
2009,Hassan,140,3296.26,26.8,Sandy,Drip,4479,52.5,Coconut,216396,Kharif,Y1,High
2004,Hassan,5371,3296.26,40,Laterite,Drip,27170,50,Ginger,216396,Kharif,Y1,High
2005,Hassan,5432,3875.08,40,Laterite,Drip,114744,54,Ginger,2644,Kharif,Y1,High
2006,Hassan,4759,3875.08,41,Laterite,Drip,1402,53,Ginger,44235,Kharif,Y1,High
2007,Hassan,264,3875.08,41,Laterite,Basin,23456,59.5,Ginger,203317,Kharif,Y1,High
2008,Hassan,5241,4102.78,41,Laterite,Basin,107809,55,Ginger,2134,Kharif,Y1,High
2009,Hassan,5434,4102.78,42,Laterite,Basin,1132,53,Ginger,45186,Kharif,Y1,High
2004,Mangalore,41290,3875.08,27,Laterite,Drip,126487,59,Coconut,45186,Kharif,Y1,High
2005,Mangalore,167,4102.78,27,Laterite,Drip,804,50,Coconut,238542,Kharif,Y1,High
2006,Mangalore,8847,4102.78,27,Laterite,Drip,30362,54,Coconut,1516,Kharif,Y1,High
2007,Mangalore,41626,4102.78,27.2,Laterite,Drip,124492,53,Coconut,57259,Kharif,Y1,High
2008,Mangalore,143,3020.82,27.2,Laterite,Drip,792,52,Coconut,234779,Kharif,Y1,High
2009,Mangalore,8686,3020.82,27.2,Laterite,Drip,34153,51,Coconut,1493,Kharif,Y1,High
2004,Kodagu,10437,3296.26,27,Laterite,Basin,41266,60,Coconut,646,Kharif,Y1,High
2005,Kodagu,41455,3296.26,27,Laterite,Basin,8838,57,Coconut,43562,Kharif,Y1,High
2004,Mysuru,38232,3296.26,38,Teelah,Basin,29,53,Coconut,2134,Kharif,Y1,High
2004,Mysuru,77,3875.08,40,Teelah,Basin,3,57,Coconut,64409,Kharif,Y1,High
2005,Mysuru,5629,3875.08,41,Teelah,Basin,58637,54,Coconut,249978,Kharif,Y1,High
2006,Mysuru,36177,3875.08,41,Teelah,Basin,59777,54.5,Coconut,637,Kharif,Y1,High
2007,Mysuru,89,4102.78,41,Teelah,Basin,60528,56.6,Coconut,43311,Kharif,Y1,High
2008,Mysuru,5528,4102.78,42,Clay,Basin,61126,55.5,Cotton,24848,Kharif,Y1,High
2009,Mysuru,34841,4102.78,42,Clay,Basin,623687,58.5,Cotton,761,Kharif,Y1,High
2004,Mysuru,6249,3905,27,Clay,Spray,836,50,Coconut,57259,Kharif,Y1,High
2005,Mysuru,6363,3905,27,Clay,Spray,806,54,Coconut,234779,Kharif,Y1,High
2006,Mysuru,26,3905,27,Clay,Spray,880,53,Coconut,1493,Kharif,Y1,High
2007,Mysuru,1,4019.4,27.2,Clay,Spray,770,52,Coconut,64409,Kharif,Y1,High
2008,Mysuru,24,4019.4,27.2,Clay,Spray,395,51,Coconut,249978,Kharif,Y1,High
2009,Mysuru,5,4019.4,27.2,Clay,Spray,187,57,Coconut,637,Kharif,Y1,High
2004,Kasaragodu,11598,3875.08,43,Clay loam,Spray,393,56,Coconut,4847,Kharif,Y1,High
2005,Kasaragodu,11716,4102.78,43,Clay loam,Spray,167,54,Coconut,51239,Kharif,Y1,High
2006,Kasaragodu,12049,4102.78,128,Clay loam,Spray,71,58,Coconut,216396,Kharif,Y1,High
2007,Kasaragodu,12130,4102.78,129,Clay loam,Spray,52,58,Coconut,2644,Kharif,Y1,High
2008,Kasaragodu,12157,3020.82,130,Clay loam,Spray,12,59,Coconut,44235,Kharif,Y1,High
2009,Kasaragodu,12243,3020.82,131,Clay loam,Spray,51,50,Coconut,203317,Kharif,Y1,High
2004,Raichur,124,4019.4,149,Loam,Drip,2805,53.5,Coffee,200000,Kharif,Y1,High
2005,Raichur,90,4019.4,150,Loam,Drip,2331,52.5,Coffee,4847,Kharif,Y1,High
2009,Raichur,1872,3193.41,154,Loam,Drip,1871,57,Cardamum,44235,Kharif,Y1,High
2004,Gulbarga,163,3965.94,174,Sandy loam ,Drip,2810,55.5,Pepper,4847,Kharif,Y1,High
2005,Gulbarga,167,3863.64,175,Sandy loam ,Drip,841,58.5,Pepper,51239,Kharif,Y1,High
2006,Gulbarga,197,3863.64,176,Sandy loam ,Drip,3550,59.5,Pepper,216396,Kharif,Y1,High
2007,Gulbarga,100,3863.64,177,Sandy loam ,Basin,109,55,Pepper,2644,Kharif,Y1,High
2008,Gulbarga,67,3625.6,178,Sandy loam ,Basin,3368,53,Pepper,44235,Kharif,Y1,High
2009,Gulbarga,60,3625.6,179,Sandy loam ,Basin,3671,53.5,Pepper,203317,Kharif,Y1,High
2004,Gulbarga,1113,3193.41,198,Arid and Desert,Basin,5107,60,Arecanut,64409,Kharif,Y1,High
2005,Gulbarga,756,3193.41,199,Arid and Desert,Basin,5518,57,Ginger,249978,Kharif,Y1,High
2006,Gulbarga,280,3193.41,200,Arid and Desert,Basin,4912,57,Ginger,637,Kharif,Y1,High
2007,Gulbarga,23,3296.26,201,Arid and Desert,Basin,3830,54,Ginger,43311,Kharif,Y1,High
2008,Gulbarga,9,3296.26,202,Arid and Desert,Basin,4,54.5,Ginger,24848,Kharif,Y1,High
2009,Gulbarga,8,3296.26,203,Arid and Desert,Basin,9,56.6,Ginger,761,Kharif,Y1,High
2004,Madikeri,41455,3020.82,212,Arid and Desert,Basin,2404,57,Ginger,2644,Kharif,Y1,High
2004,Madikeri,379,3696,213,Arid and Desert,Basin,2805,57.5,Ginger,44235,Kharif,Y1,High
2004,Madikeri,9591,3696,214,loamy sand,Basin,2331,57,Tea,203317,Kharif,Y1,High
2004,Madikeri,41290,3696,215,loamy sand,Basin,2088,55,Tea,2134,Kharif,Y1,High
2004,Madikeri,167,3965.94,216,loamy sand,Basin,2628,56,Tea,45186,Kharif,Y1,High
2004,Madikeri,8847,3965.94,217,loamy sand,Basin,1939,54,Tea,238542,Kharif,Y1,High
2004,Madikeri,41626,3965.94,218,loamy sand,Basin,1871,58,Tea,1516,Kharif,Y1,High
2004,Madikeri,143,3863.64,219,loamy sand,Basin,1868,58,Tea,57259,Kharif,Y1,High
2004,Madikeri,8686,3863.64,220,loamy sand,Spray,127919,59,Tea,234779,Kharif,Y1,High
2004,Madikeri,41884,3863.64,221,loamy sand,Spray,75340,50,Tea,1493,Kharif,Y1,High
2004,Madikeri,118,3625.6,222,loamy sand,Spray,29170,54,Tea,64409,Kharif,Y1,High
2004,Madikeri,8837,3625.6,27,loamy sand,Spray,1901,53,Tea,249978,Kharif,Y1,High
2004,Madikeri,41598,3625.6,27,loamy sand,Spray,972,52,Tea,637,Kharif,Y1,High
2004,Madikeri,130,3905,27,loamy sand,Spray,874,51,Tea,43311,Kharif,Y1,High
2004,Madikeri,8839,3905,27,loamy sand,Spray,592,57,Tea,24848,Kharif,Y1,High
2004,Madikeri,41596,3905,27,loamy sand,Spray,864,57,Tea,761,Kharif,Y1,High
2004,Madikeri,115,4019.4,27.2,loamy sand,Spray,5373,60,Tea,45608,Kharif,Y1,High
2004,Madikeri,8510,4019.4,27.2,loamy sand,Spray,6589,57,Paddy,234581,Kharif,Y1,High
2004,Madikeri,41342,4019.4,27.2,loamy sand,Spray,5107,57,Paddy,646,Kharif,Y1,High
2004,Madikeri,116,3193.41,27,loamy sand,Spray,313547,55.5,Paddy,51239,Kharif,Y1,High
2004,Madikeri,7520,3193.41,27,loamy sand,Spray,2783,58.5,Paddy,216396,Kharif,Y1,High
2004,Chikmangaluru,38232,3193.41,27,loamy sand,Spray,1533,59.5,Paddy,2644,Kharif,Y1,High
2004,Chikmangaluru,128,3296.26,27.2,loamy sand,Spray,1647,55,Paddy,44235,Kharif,Y1,High
2004,Chikmangaluru,7276,3296.26,27.2,loamy sand,Spray,975,53,Paddy,203317,Kharif,Y1,High
2004,Chikmangaluru,38062,3296.26,27.2,loamy sand,Spray,2,53.5,Paddy,2134,Kharif,Y1,High
2004,Chikmangaluru,84,3875.08,27.1,loamy sand,Spray,836,52.5,Paddy,45186,Kharif,Y1,High
2004,Chikmangaluru,6674,3875.08,27.1,loamy sand,Spray,806,56,Paddy,238542,Kharif,Y1,High
2004,Chikmangaluru,36096,3875.08,27.1,loamy sand,Spray,880,57,Paddy,1516,Kharif,Y1,High
2004,Chikmangaluru,77,4102.78,26.8,Clay loam,Spray,770,57.5,Paddy,200000,Kharif,Y1,High
2004,Chikmangaluru,5629,4102.78,26.8,Clay loam,Spray,395,57,Groundnut,4847,Kharif,Y1,High
2004,Chikmangaluru,36177,4102.78,26.8,Clay loam,Spray,187,55,Groundnut,51239,Kharif,Y1,High
2004,Chikmangaluru,89,3020.82,37,Clay loam,Spray,187,56,Groundnut,216396,Kharif,Y1,High
2004,Chikmangaluru,5528,3020.82,37,Clay loam,Spray,121,54,Cotton,2644,Kharif,Y1,High
2004,Chikmangaluru,34841,3020.82,37,Clay loam,Spray,103,58,Cotton,44235,Kharif,Y1,High
2004,Chikmangaluru,77,3696,38,Clay loam,Spray,71,58,Cotton,203317,Kharif,Y1,High
2004,Chikmangaluru,5217,3696,38,Clay loam,Spray,3961,59,Cotton,2134,Kharif,Y1,High
2004,Chikmangaluru,3250,3696,38,Clay loam,Spray,4247,50,Groundnut,45186,Kharif,Y1,High
2004,Chikmangaluru,3950,3965.94,39,Clay loam,Spray,3290,54,Groundnut,238542,Kharif,Y1,High
2004,Chikmangaluru,3993,3965.94,39,Clay loam,Spray,3138,53,Groundnut,1516,Kharif,Y1,High
2004,Chikmangaluru,4013,3965.94,39,Clay loam,Spray,3423,52,Groundnut,57259,Kharif,Y1,High
2004,Chikmangaluru,4065,3863.64,40,Clay loam,Spray,3899,51,Groundnut,234779,Kharif,Y1,High
2004,Chikmangaluru,4153,3863.64,40,Clay loam,Spray,4015,57,Groundnut,1493,Kharif,Y1,High
2004,Chikmangaluru,4191,3863.64,40,Clay loam,Spray,4279,57,Groundnut,64409,Kharif,Y1,High
2004,Chikmangaluru,4289,3625.6,41,Clay loam,Spray,4167,60,Groundnut,249978,Kharif,Y1,High
2004,Chikmangaluru,4434,3625.6,41,Clay loam,Spray,4479,57,Blackgram,637,Kharif,Y1,High
2004,Chikmangaluru,4750,3625.6,41,Clay loam,Spray,3699,57,Blackgram,43311,Kharif,Y1,High
2004,Chikmangaluru,5693,3905,42,Clay loam,Spray,4904,54,Blackgram,24848,Kharif,Y1,High
2004,Chikmangaluru,5997,3905,42,Clay loam,Spray,2821,54.5,Blackgram,761,Kharif,Y1,High
2004,Chikmangaluru,6076,3905,42,Clay loam,Spray,3472,56.6,Blackgram,45608,Kharif,Y1,High
2004,Chikmangaluru,6249,4019.4,43,Clay loam,Drip,3647,55.5,Blackgram,234581,Kharif,Y1,High
2004,Chikmangaluru,6363,4019.4,43,Clay loam,Drip,393,58.5,Blackgram,646,Kharif,Y1,High
2004,Chikmangaluru,26,4019.4,27,Clay loam,Drip,167,59.5,Blackgram,43562,Kharif,Y1,High
2004,Chikmangaluru,5,3415.5,27.2,Clay loam,Drip,975,55,Blackgram,203317,Kharif,Y1,High
2004,Chikmangaluru,10,3415.5,27.2,Clay loam,Drip,2,53,Cashew,2134,Kharif,Y1,High
2004,Chikmangaluru,3,3415.5,27,Clay loam,Drip,836,53.5,Cashew,45186,Kharif,Y1,High
2004,Chikmangaluru,7,3193.41,27,Clay loam,Drip,770,57,Cashew,57259,Rabi,Y1,High
2004,Chikmangaluru,17,3193.41,27,Clay loam,Drip,395,57.5,Cashew,234779,Rabi,Y1,High
2004,Chikmangaluru,9,3193.41,27,Clay loam,Drip,187,57,Cashew,1493,Rabi,Y1,High
2004,Chikmangaluru,4,3296.26,27.2,Clay loam,Drip,187,55,Cotton,64409,Rabi,Y1,High
2004,Chikmangaluru,13,3296.26,27.2,Clay loam,Drip,121,56,Cotton,249978,Rabi,Y1,High
2004,Chikmangaluru,6,3296.26,27.2,Clay loam,Drip,103,54,Cotton,637,Rabi,Y1,High
2004,Chikmangaluru,23,3875.08,27.1,Alluvial,Drip,71,58,Cotton,43311,Rabi,Y1,High
2004,Chikmangaluru,1,3875.08,27.1,Alluvial,Drip,3961,58,Cashew,24848,Rabi,Y1,High
2004,Chikmangaluru,11126,3875.08,27.1,Alluvial,Drip,4247,59,Cashew,761,Rabi,Y1,High
2004,Chikmangaluru,11343,4102.78,26.8,Alluvial,Drip,3290,50,Cashew,45608,Rabi,Y1,High
2004,Chikmangaluru,11485,4102.78,26.8,Alluvial,Drip,3138,54,Cashew,234581,Rabi,Y1,High
2004,Chikmangaluru,11598,4102.78,26.8,Alluvial,Drip,3423,53,Coconut,646,Rabi,Y1,High
2004,Chikmangaluru,11716,3020.82,37,Alluvial,Drip,3899,59.5,Coconut,43562,Rabi,Y1,High
2004,Chikmangaluru,12049,3020.82,37,Alluvial,Drip,4015,55,Coconut,200000,Rabi,Y1,High
2004,Chikmangaluru,12130,3020.82,37,Alluvial,Drip,4279,53,Coconut,4847,Rabi,Y1,High
2004,Chikmangaluru,12157,3696,38,Alluvial,Drip,4167,53.5,Coconut,51239,Rabi,Y1,High
2004,Chikmangaluru,12243,3696,38,Alluvial,Drip,4479,52.5,Coconut,216396,Rabi,Y1,High
2004,Chikmangaluru,13142,3696,38,Alluvial,Drip,3699,56,Coconut,2644,Rabi,Y1,High
2004,Chikmangaluru,13847,3965.94,39,Alluvial,Drip,4904,57,Coconut,44235,Rabi,Y1,High
2004,Chikmangaluru,14185,3965.94,39,Alluvial,Drip,2821,57.5,Coconut,203317,Rabi,Y1,High
2004,Chikmangaluru,14245,3965.94,39,Alluvial,Drip,3472,57,Coconut,2134,Rabi,Y1,High
2004,Chikmangaluru,14395,3863.64,40,Alluvial,Drip,3647,55,Coconut,45186,Rabi,Y1,High
2004,Chikmangaluru,14439,3863.64,40,Alluvial,Drip,393,56,Coconut,238542,Rabi,Y1,High
2004,Chikmangaluru,2549,3863.64,27,Alluvial,Drip,167,54,Coconut,1516,Rabi,Y1,High
2004,Chikmangaluru,2088,3625.6,27,Alluvial,Drip,71,58,Coconut,200000,Rabi,Y1,High
2004,Chikmangaluru,1289,3625.6,27,Alluvial,Drip,52,58,Coconut,4847,Rabi,Y1,High
2004,Chikmangaluru,1051,3625.6,27,Alluvial,Drip,2570,59,Coconut,51239,Rabi,Y1,High
2004,Chikmangaluru,4,3905,27,Alluvial,Drip,27170,50,Ginger,216396,Rabi,Y1,High
2004,Chikmangaluru,909,3905,27,Alluvial,Drip,114744,54,Ginger,2644,Rabi,Y1,High
2004,Chikmangaluru,743,3905,27.2,Alluvial,Drip,1402,53,Ginger,44235,Rabi,Y1,High
2004,Chikmangaluru,663,4019.4,27.2,Alluvial,Basin,23456,59.5,Ginger,203317,Rabi,Y1,High
2004,Chikmangaluru,501,4019.4,27.2,Alluvial,Basin,107809,55,Ginger,2134,Rabi,Y1,High
2004,Chikmangaluru,317,4019.4,27,Alluvial,Basin,1132,53,Ginger,45186,Rabi,Y1,High
2004,Hassan,1872,3415.5,27.2,Alluvial,Basin,34153,55,Ginger,249978,Rabi,Y1,High
2004,Hassan,1772,3415.5,27.2,Alluvial,Basin,2570,56,Ginger,637,Rabi,Y1,High
2004,Hassan,1618,3415.5,27.1,Alluvial,Basin,27170,54,Ginger,43311,Rabi,Y1,High
2004,Hassan,1648,3193.41,27.1,Alluvial,Drip,1402,57.5,Coconut,4847,Rabi,Y1,High
2004,Hassan,1649,3193.41,26.8,Alluvial,Drip,23456,57,Coconut,51239,Rabi,Y1,High
2004,Hassan,1680,3193.41,26.8,Alluvial,Drip,107809,55,Coconut,216396,Rabi,Y1,High
2004,Hassan,1723,3296.26,26.8,Alluvial,Drip,1132,56,Coconut,2644,Rabi,Y1,High
2004,Hassan,1693,3296.26,37,Alluvial,Drip,23960,54,Coconut,44235,Rabi,Y1,High
2004,Hassan,1668,3296.26,37,Alluvial,Drip,126487,58,Coconut,203317,Rabi,Y1,High
2004,Hassan,1661,3875.08,37,Alluvial,Drip,804,58,Coconut,2134,Rabi,Y1,High
2004,Hassan,1511,3875.08,38,Alluvial,Drip,30362,59,Coconut,45186,Rabi,Y1,High
2004,Hassan,1491,3875.08,38,Alluvial,Drip,124492,50,Coconut,238542,Rabi,Y1,High
2004,Hassan,1457,4102.78,38,Alluvial,Drip,792,54,Coconut,1516,Rabi,Y1,High
2004,Hassan,1189,4102.78,39,Alluvial,Drip,34153,53,Coconut,57259,Rabi,Y1,High
2004,Hassan,460,4102.78,39,Alluvial,Drip,132551,52,Coconut,234779,Rabi,Y1,High
2004,Hassan,329,3020.82,39,Alluvial,Drip,338,51,Coconut,1493,Rabi,Y1,High
2004,Hassan,143,3020.82,40,Sandy loam ,Drip,22966,57,Coconut,64409,Rabi,Y1,High
2004,Hassan,41,3020.82,40,Sandy loam ,Drip,131763,57,Coconut,249978,Rabi,Y1,High
2004,Hassan,140,3696,40,Sandy loam ,Drip,404,60,Coconut,637,Rabi,Y1,High
2004,Hassan,163,3696,41,Sandy loam ,Drip,24184,57,Coconut,43311,Rabi,Y1,High
2004,Hassan,167,3696,41,Sandy loam ,Drip,124387,57,Coconut,24848,Rabi,Y1,High
2004,Hassan,197,3965.94,41,Sandy loam ,Drip,343,54,Coconut,761,Rabi,Y1,High
2004,Hassan,100,3965.94,42,Sandy loam ,Drip,23099,54.5,Coconut,45608,Rabi,Y1,High
2004,Hassan,5371,3625.6,27,Sandy loam ,Drip,122102,53.5,Coconut,216396,Rabi,Y1,High
2005,Hassan,5432,3905,27,Sandy loam ,Drip,382,52.5,Coconut,2644,Rabi,Y1,High
2006,Hassan,4759,3905,27,Sandy loam ,Drip,19578,56,Coconut,44235,Rabi,Y1,High
2007,Hassan,264,3905,27,Sandy loam ,Drip,121037,57,Coconut,203317,Rabi,Y1,High
2008,Hassan,5241,4019.4,27.2,Sandy loam ,Drip,231,57.5,Coconut,2134,Rabi,Y1,High
2009,Hassan,5434,4019.4,27.2,Sandy loam ,Drip,18951,57,Coconut,45186,Rabi,Y1,High
2004,Hassan,1036,3415.5,27.2,Sandy loam ,Drip,7157,52,Coconut,24848,Rabi,Y1,High
2008,Hassan,10437,4019.4,26.8,Sandy loam ,Basin,8954,60,Coconut,646,Rabi,Y1,High
2004,Hassan,118,3296.26,39,Sandy loam ,Basin,114,53.5,Coconut,238542,Rabi,Y1,High
2005,Hassan,8837,3296.26,40,Sandy loam ,Basin,3,52.5,Coconut,1516,Rabi,Y1,High
